Transaction_id,Member_number,Date,itemDescription
19519,2176,06-08-2015,brown bread
19520,4255,02-09-2015,tropical fruit
19521,1780,21-09-2015,yogurt
19522,1275,18-10-2015,specialty chocolate
19523,2159,30-04-2015,female sanitary products
19524,4153,27-07-2015,rolls/buns
19525,1553,21-07-2015,sliced cheese
19526,2072,28-11-2015,other vegetables
19527,2964,05-02-2015,hard cheese
19528,3974,05-03-2015,sliced cheese
19529,4848,14-10-2015,canned beer
19530,1605,06-07-2015,seasonal products
19531,2082,23-11-2015,domestic eggs
19532,2477,04-06-2015,pip fruit
19533,1508,10-03-2015,bottled beer
19534,2682,16-06-2015,soda
19535,1012,27-03-2015,whole milk
19536,3591,02-09-2015,newspapers
19537,2004,08-01-2015,other vegetables
19538,4272,22-03-2015,whole milk
19539,1900,24-09-2015,yogurt
19540,3483,22-11-2015,tropical fruit
19541,4686,14-09-2015,other vegetables
19542,3757,24-06-2015,newspapers
19543,3484,10-10-2015,herbs
19544,4314,02-05-2015,white bread
19545,1204,23-07-2015,pip fruit
19546,1355,28-03-2015,soda
19547,3463,16-05-2015,beverages
19548,3548,19-03-2015,whole milk
19549,2271,02-01-2015,mayonnaise
19550,2275,19-05-2015,shopping bags
19551,1275,16-07-2015,whole milk
19552,4577,04-11-2015,root vegetables
19553,2286,21-11-2015,whole milk
19554,4287,06-08-2015,root vegetables
19555,1781,06-06-2015,butter milk
19556,2840,07-08-2015,rolls/buns
19557,2585,13-02-2015,whole milk
19558,2958,27-01-2015,tropical fruit
19559,3788,16-02-2015,soda
19560,3061,05-12-2015,margarine
19561,1531,19-01-2015,pickled vegetables
19562,3451,31-08-2015,butter milk
19563,3119,28-06-2015,grapes
19564,4015,27-03-2015,other vegetables
19565,2869,29-04-2015,curd
19566,4814,12-02-2015,soda
19567,2978,25-11-2015,other vegetables
19568,4789,09-04-2015,liquor
19569,2151,03-08-2015,margarine
19570,2390,21-08-2015,other vegetables
19571,3634,02-12-2015,mayonnaise
19572,3394,13-12-2015,rolls/buns
19573,1874,08-06-2015,sugar
19574,4671,01-08-2015,whole milk
19575,3647,03-03-2015,other vegetables
19576,1275,17-02-2015,onions
19577,3306,28-09-2015,yogurt
19578,1087,19-03-2015,pip fruit
19579,3210,23-12-2015,tropical fruit
19580,1136,03-01-2015,butter milk
19581,3050,21-06-2015,bottled water
19582,4406,01-02-2015,whole milk
19583,4277,09-08-2015,root vegetables
19584,2500,06-12-2015,fruit/vegetable juice
19585,4704,19-08-2015,whole milk
19586,4470,23-12-2015,whipped/sour cream
19587,4747,24-08-2015,baking powder
19588,2550,20-04-2015,red/blush wine
19589,4783,10-10-2015,curd
19590,2117,07-11-2015,pastry
19591,4510,03-09-2015,sliced cheese
19592,4258,11-12-2015,salty snack
19593,3535,18-01-2015,pastry
19594,3095,16-08-2015,specialty bar
19595,4625,07-04-2015,pasta
19596,2014,23-06-2015,yogurt
19597,1677,09-12-2015,pip fruit
19598,4743,04-07-2015,domestic eggs
19599,4212,31-03-2015,other vegetables
19600,1087,14-08-2015,pot plants
19601,3682,12-10-2015,bottled water
19602,2406,10-03-2015,rolls/buns
19603,3915,21-01-2015,hard cheese
19604,1901,04-05-2015,butter
19605,4992,23-05-2015,napkins
19606,4308,07-04-2015,soda
19607,1566,05-06-2015,whole milk
19608,2839,31-10-2015,whole milk
19609,4666,19-10-2015,butter milk
19610,2325,16-04-2015,soda
19611,4238,08-03-2015,pip fruit
19612,1983,20-05-2015,white wine
19613,4798,21-11-2015,shopping bags
19614,3703,16-06-2015,soda
19615,1456,19-07-2015,whole milk
19616,3309,02-09-2015,misc. beverages
19617,1983,09-08-2015,pastry
19618,2676,07-04-2015,newspapers
19619,1017,30-09-2015,dessert
19620,3793,07-08-2015,whole milk
19621,1609,03-05-2015,napkins
19622,3459,23-01-2015,tropical fruit
19623,1192,09-01-2015,seasonal products
19624,3044,05-01-2015,bottled water
19625,3661,27-11-2015,misc. beverages
19626,1188,09-01-2015,rolls/buns
19627,1865,02-08-2015,pip fruit
19628,1692,28-06-2015,soda
19629,3577,12-05-2015,rolls/buns
19630,4951,13-03-2015,tropical fruit
19631,1714,02-08-2015,rolls/buns
19632,1610,26-05-2015,root vegetables
19633,4652,08-04-2015,zwieback
19634,4020,11-04-2015,bottled beer
19635,2633,27-11-2015,newspapers
19636,4305,24-07-2015,coffee
19637,2416,15-02-2015,yogurt
19638,3124,09-04-2015,whole milk
19639,1422,31-05-2015,processed cheese
19640,2101,07-01-2015,domestic eggs
19641,2876,30-10-2015,pip fruit
19642,2684,11-01-2015,rolls/buns
19643,2377,16-04-2015,butter
19644,2394,17-02-2015,curd
19645,4320,13-01-2015,popcorn
19646,1009,05-10-2015,yogurt
19647,1460,13-01-2015,other vegetables
19648,1821,20-04-2015,frozen vegetables
19649,3182,15-10-2015,zwieback
19650,1526,26-11-2015,whole milk
19651,2070,16-07-2015,oil
19652,2534,18-05-2015,soda
19653,3794,28-04-2015,bottled water
19654,1405,28-02-2015,whole milk
19655,4544,07-01-2015,whole milk
19656,2494,10-06-2015,margarine
19657,3322,02-02-2015,ice cream
19658,3655,16-02-2015,butter
19659,2918,08-04-2015,other vegetables
19660,2584,31-03-2015,whole milk
19661,2212,16-04-2015,pastry
19662,3176,01-08-2015,dish cleaner
19663,4564,13-06-2015,pip fruit
19664,4556,17-08-2015,butter milk
19665,4573,10-10-2015,whole milk
19666,2781,10-04-2015,cream cheese 
19667,3316,03-01-2015,whole milk
19668,1827,02-05-2015,whipped/sour cream
19669,4889,03-02-2015,domestic eggs
19670,3548,01-06-2015,rolls/buns
19671,2736,17-07-2015,beef
19672,4927,19-10-2015,soda
19673,3214,22-12-2015,root vegetables
19674,3275,18-06-2015,other vegetables
19675,2909,08-05-2015,coffee
19676,4226,06-12-2015,domestic eggs
19677,1622,11-03-2015,rolls/buns
19678,1395,12-10-2015,newspapers
19679,2938,06-06-2015,pasta
19680,3674,13-08-2015,yogurt
19681,2063,08-11-2015,sliced cheese
19682,4214,07-10-2015,citrus fruit
19683,3042,16-01-2015,frozen potato products
19684,3877,17-09-2015,soda
19685,2168,25-11-2015,rolls/buns
19686,1503,12-05-2015,whipped/sour cream
19687,2769,23-04-2015,frozen dessert
19688,4933,27-02-2015,pot plants
19689,3082,22-05-2015,whole milk
19690,1422,01-01-2015,turkey
19691,3139,26-02-2015,frozen vegetables
19692,2200,08-03-2015,citrus fruit
19693,4670,31-08-2015,root vegetables
19694,2053,21-09-2015,yogurt
19695,4847,03-02-2015,sliced cheese
19696,1185,24-08-2015,specialty bar
19697,4656,25-12-2015,root vegetables
19698,2741,11-09-2015,yogurt
19699,2654,17-08-2015,curd
19700,2010,19-12-2015,root vegetables
19701,2586,10-07-2015,tropical fruit
19702,3511,15-11-2015,other vegetables
19703,4700,06-06-2015,dessert
19704,2235,20-01-2015,whole milk
19705,2557,23-10-2015,long life bakery product
19706,3462,16-02-2015,soda
19707,1356,02-04-2015,semi-finished bread
19708,1477,20-11-2015,pot plants
19709,3094,13-06-2015,meat
19710,3981,25-12-2015,spread cheese
19711,1340,23-01-2015,whole milk
19712,4015,10-01-2015,whole milk
19713,1719,10-09-2015,whole milk
19714,1542,15-05-2015,whole milk
19715,1357,10-04-2015,brown bread
19716,4003,21-11-2015,root vegetables
19717,4224,06-12-2015,pastry
19718,1292,05-07-2015,whole milk
19719,4018,28-04-2015,whole milk
19720,2721,15-07-2015,butter
19721,4016,21-04-2015,yogurt
19722,3654,16-12-2015,bottled water
19723,3745,26-08-2015,chocolate
19724,2851,16-09-2015,napkins
19725,1474,29-07-2015,Instant food products
19726,3623,05-02-2015,brown bread
19727,1647,20-12-2015,specialty cheese
19728,1312,09-02-2015,other vegetables
19729,1218,13-06-2015,fruit/vegetable juice
19730,4745,24-12-2015,shopping bags
19731,4994,08-02-2015,fruit/vegetable juice
19732,1465,09-11-2015,curd
19733,2380,07-01-2015,bottled beer
19734,1150,25-05-2015,sugar
19735,4371,21-06-2015,bottled beer
19736,4668,01-02-2015,frozen vegetables
19737,2167,29-05-2015,specialty chocolate
19738,3534,09-03-2015,yogurt
19739,3399,12-07-2015,other vegetables
19740,1144,13-08-2015,fish
19741,2136,10-02-2015,whole milk
19742,1888,10-04-2015,whole milk
19743,4990,14-12-2015,specialty chocolate
19744,1731,20-11-2015,waffles
19745,4632,04-10-2015,soda
19746,3035,29-11-2015,bottled beer
19747,4376,22-07-2015,soda
19748,3760,04-06-2015,soda
19749,1135,24-02-2015,butter
19750,3132,12-08-2015,soda
19751,1252,11-03-2015,pastry
19752,3698,24-08-2015,whole milk
19753,1442,25-07-2015,onions
19754,1160,24-01-2015,frozen meals
19755,1451,27-01-2015,fruit/vegetable juice
19756,2785,01-02-2015,beef
19757,3159,31-01-2015,white bread
19758,3205,17-01-2015,pip fruit
19759,2703,27-03-2015,bottled water
19760,1115,22-01-2015,yogurt
19761,2632,24-05-2015,whipped/sour cream
19762,2729,23-07-2015,cream cheese 
19763,4334,10-11-2015,fruit/vegetable juice
19764,1009,23-09-2015,ketchup
19765,3098,04-09-2015,bottled water
19766,1489,07-03-2015,dessert
19767,4240,04-12-2015,other vegetables
19768,1096,28-07-2015,fruit/vegetable juice
19769,3120,14-11-2015,other vegetables
19770,1608,13-11-2015,citrus fruit
19771,2298,16-08-2015,fruit/vegetable juice
19772,4646,31-07-2015,bottled water
19773,3782,03-02-2015,oil
19774,2448,29-12-2015,pastry
19775,4999,16-05-2015,whipped/sour cream
19776,1233,13-08-2015,other vegetables
19777,1335,13-09-2015,waffles
19778,1889,28-08-2015,chicken
19779,3815,15-09-2015,whole milk
19780,3976,20-09-2015,bottled water
19781,3051,23-01-2015,onions
19782,2630,15-02-2015,fruit/vegetable juice
19783,4182,18-06-2015,specialty bar
19784,1524,05-03-2015,soda
19785,2165,06-09-2015,yogurt
19786,3710,15-07-2015,yogurt
19787,1859,12-04-2015,beef
19788,1682,01-11-2015,seasonal products
19789,3682,02-01-2015,shopping bags
19790,1866,13-07-2015,pastry
19791,1764,15-11-2015,soda
19792,2016,15-08-2015,berries
19793,3758,06-03-2015,yogurt
19794,1380,09-04-2015,long life bakery product
19795,3063,28-10-2015,whipped/sour cream
19796,4782,16-08-2015,domestic eggs
19797,3677,21-04-2015,pet care
19798,2315,15-09-2015,shopping bags
19799,3548,11-06-2015,spread cheese
19800,3198,08-05-2015,white bread
19801,1436,01-03-2015,chocolate marshmallow
19802,4874,23-12-2015,dessert
19803,4002,28-08-2015,whole milk
19804,2911,14-07-2015,other vegetables
19805,1611,04-04-2015,other vegetables
19806,2561,19-08-2015,white wine
19807,2343,30-05-2015,beverages
19808,1021,07-11-2015,baking powder
19809,3484,15-05-2015,white bread
19810,4378,04-05-2015,rolls/buns
19811,1751,25-03-2015,pip fruit
19812,1730,24-01-2015,whole milk
19813,4669,25-06-2015,whipped/sour cream
19814,1184,16-06-2015,sweet spreads
19815,4793,04-11-2015,soda
19816,4600,12-02-2015,baking powder
19817,3966,11-01-2015,whole milk
19818,3017,22-09-2015,soft cheese
19819,1834,22-11-2015,canned fish
19820,4508,15-06-2015,candy
19821,2879,26-05-2015,newspapers
19822,4643,12-03-2015,coffee
19823,3757,03-02-2015,brown bread
19824,1486,20-08-2015,dish cleaner
19825,3018,18-01-2015,soda
19826,3600,17-08-2015,other vegetables
19827,1239,24-01-2015,whole milk
19828,1315,07-11-2015,chocolate
19829,1654,28-09-2015,rolls/buns
19830,3551,24-07-2015,pastry
19831,2861,02-12-2015,whole milk
19832,1170,09-10-2015,whipped/sour cream
19833,1351,26-02-2015,other vegetables
19834,2645,27-06-2015,rolls/buns
19835,4202,02-05-2015,other vegetables
19836,2653,02-03-2015,other vegetables
19837,3961,05-03-2015,finished products
19838,2441,31-05-2015,yogurt
19839,3637,22-12-2015,soft cheese
19840,2329,15-07-2015,whipped/sour cream
19841,3858,27-03-2015,soda
19842,4294,02-03-2015,bottled beer
19843,4765,01-07-2015,curd
19844,4017,11-10-2015,yogurt
19845,4855,01-05-2015,sweet spreads
19846,2673,10-12-2015,canned beer
19847,3352,02-07-2015,rolls/buns
19848,1391,21-08-2015,yogurt
19849,4352,29-12-2015,other vegetables
19850,1298,27-07-2015,Instant food products
19851,1618,02-08-2015,whole milk
19852,2433,21-06-2015,other vegetables
19853,4992,01-03-2015,pip fruit
19854,3515,21-04-2015,root vegetables
19855,1786,10-02-2015,citrus fruit
19856,3844,27-06-2015,other vegetables
19857,3914,08-01-2015,cake bar
19858,4859,10-05-2015,soda
19859,2747,30-08-2015,curd
19860,4172,08-10-2015,soda
19861,1796,15-08-2015,other vegetables
19862,2524,05-12-2015,other vegetables
19863,3523,01-04-2015,chocolate
19864,3761,30-03-2015,other vegetables
19865,1830,16-01-2015,other vegetables
19866,4144,01-04-2015,whole milk
19867,3803,27-01-2015,tropical fruit
19868,4503,22-03-2015,pip fruit
19869,2055,02-05-2015,beverages
19870,3634,10-12-2015,frozen vegetables
19871,4503,09-08-2015,bottled water
19872,3756,02-12-2015,pip fruit
19873,3071,13-06-2015,frozen meals
19874,3168,16-12-2015,ice cream
19875,2301,24-12-2015,bottled water
19876,1270,25-04-2015,napkins
19877,3999,15-11-2015,domestic eggs
19878,1603,13-07-2015,whole milk
19879,3089,16-02-2015,citrus fruit
19880,4671,30-05-2015,newspapers
19881,2985,29-05-2015,whole milk
19882,3318,21-07-2015,curd
19883,3954,10-02-2015,onions
19884,1048,18-10-2015,tropical fruit
19885,3586,24-05-2015,waffles
19886,4431,16-11-2015,pastry
19887,3977,16-04-2015,yogurt
19888,1799,13-06-2015,canned fish
19889,2609,26-08-2015,coffee
19890,4187,10-04-2015,specialty cheese
19891,3140,11-02-2015,butter
19892,4942,23-11-2015,sliced cheese
19893,3886,18-11-2015,whole milk
19894,4453,23-08-2015,yogurt
19895,1056,09-11-2015,meat spreads
19896,2700,18-10-2015,specialty cheese
19897,1049,05-09-2015,herbs
19898,2446,29-07-2015,tropical fruit
19899,4864,05-07-2015,margarine
19900,1483,25-04-2015,soda
19901,4158,26-12-2015,hard cheese
19902,2212,28-10-2015,butter milk
19903,1142,13-06-2015,brown bread
19904,2273,26-10-2015,bottled beer
19905,3741,23-01-2015,whipped/sour cream
19906,3574,20-06-2015,white wine
19907,3902,29-11-2015,whole milk
19908,2169,21-10-2015,whole milk
19909,3038,11-01-2015,waffles
19910,2023,07-02-2015,hard cheese
19911,1038,10-04-2015,specialty chocolate
19912,3998,23-01-2015,citrus fruit
19913,3516,13-12-2015,whipped/sour cream
19914,1979,09-09-2015,frozen vegetables
19915,3635,13-12-2015,sliced cheese
19916,3966,01-06-2015,root vegetables
19917,1430,12-11-2015,yogurt
19918,2583,26-03-2015,pip fruit
19919,2055,07-07-2015,other vegetables
19920,1092,03-07-2015,shopping bags
19921,4138,10-10-2015,other vegetables
19922,1515,28-11-2015,pasta
19923,3481,04-10-2015,whole milk
19924,2426,02-06-2015,white bread
19925,1886,02-12-2015,rolls/buns
19926,4861,13-09-2015,pudding powder
19927,2946,04-11-2015,hygiene articles
19928,2349,17-07-2015,bottled beer
19929,2326,13-11-2015,whipped/sour cream
19930,2910,19-07-2015,yogurt
19931,2103,11-03-2015,dessert
19932,3260,02-12-2015,UHT-milk
19933,1893,04-04-2015,salty snack
19934,3352,08-11-2015,misc. beverages
19935,4834,27-04-2015,dessert
19936,2476,25-02-2015,pip fruit
19937,1013,02-07-2015,whole milk
19938,3004,10-02-2015,liquor (appetizer)
19939,1573,21-01-2015,oil
19940,2089,31-10-2015,hard cheese
19941,3077,19-01-2015,butter milk
19942,3900,07-07-2015,pasta
19943,2470,14-05-2015,whole milk
19944,4785,04-04-2015,cling film/bags
19945,2916,19-04-2015,frozen vegetables
19946,3179,21-03-2015,rolls/buns
19947,2285,16-12-2015,tropical fruit
19948,2617,03-01-2015,pastry
19949,1945,24-04-2015,whipped/sour cream
19950,4601,15-12-2015,other vegetables
19951,4722,13-10-2015,other vegetables
19952,4605,13-08-2015,yogurt
19953,4971,19-02-2015,fruit/vegetable juice
19954,4725,01-09-2015,cat food
19955,3872,07-08-2015,brown bread
19956,4280,02-05-2015,bottled water
19957,4544,21-01-2015,root vegetables
19958,4839,03-06-2015,root vegetables
19959,2785,04-08-2015,whole milk
19960,1594,23-01-2015,yogurt
19961,4675,16-01-2015,rolls/buns
19962,1321,13-04-2015,soda
19963,1535,03-07-2015,flour
19964,4437,13-06-2015,root vegetables
19965,2249,29-05-2015,bottled water
19966,1785,24-07-2015,berries
19967,4635,16-10-2015,sugar
19968,4125,14-06-2015,other vegetables
19969,3568,11-08-2015,meat
19970,3575,20-01-2015,bottled water
19971,2691,04-11-2015,other vegetables
19972,3571,17-06-2015,hygiene articles
19973,4648,03-08-2015,bottled water
19974,2085,25-03-2015,pip fruit
19975,4104,01-01-2015,soda
19976,1143,27-01-2015,spread cheese
19977,2228,30-05-2015,shopping bags
19978,3746,13-07-2015,whole milk
19979,3934,27-03-2015,whipped/sour cream
19980,1329,29-03-2015,frozen vegetables
19981,4689,07-09-2015,domestic eggs
19982,3199,24-12-2015,berries
19983,4778,26-04-2015,oil
19984,1146,11-06-2015,bottled beer
19985,4338,11-10-2015,napkins
19986,1345,21-07-2015,salt
19987,4441,09-11-2015,rolls/buns
19988,2540,16-02-2015,soda
19989,1997,06-06-2015,bottled water
19990,2294,26-07-2015,bottled beer
19991,1523,28-03-2015,bottled water
19992,3165,18-08-2015,other vegetables
19993,4831,12-04-2015,herbs
19994,4073,02-11-2015,bottled beer
19995,3661,25-07-2015,other vegetables
19996,2019,09-10-2015,brown bread
19997,1092,16-05-2015,specialty bar
19998,4078,14-11-2015,canned beer
19999,4753,21-06-2015,long life bakery product
20000,1279,10-09-2015,whole milk
20001,1012,19-11-2015,rolls/buns
20002,2362,23-11-2015,citrus fruit
20003,2789,06-02-2015,butter
20004,3229,07-08-2015,bottled water
20005,1715,03-05-2015,curd
20006,4351,16-01-2015,tropical fruit
20007,4397,27-06-2015,other vegetables
20008,3653,21-10-2015,pip fruit
20009,2730,10-11-2015,frozen potato products
20010,4321,27-10-2015,chicken
20011,1086,17-11-2015,soda
20012,1708,28-12-2015,chocolate
20013,4293,24-08-2015,other vegetables
20014,4524,22-04-2015,soda
20015,3783,08-03-2015,hamburger meat
20016,1460,24-06-2015,bottled water
20017,2960,19-12-2015,other vegetables
20018,3442,12-10-2015,butter milk
20019,4059,07-05-2015,flour
20020,1822,03-03-2015,rolls/buns
20021,1584,10-07-2015,onions
20022,1624,04-02-2015,napkins
20023,4877,06-11-2015,other vegetables
20024,1567,11-04-2015,bottled water
20025,2018,04-01-2015,canned beer
20026,1182,01-09-2015,shopping bags
20027,3401,02-08-2015,bottled beer
20028,4547,18-01-2015,white bread
20029,3547,21-10-2015,other vegetables
20030,4831,06-04-2015,yogurt
20031,2851,01-01-2015,canned beer
20032,3072,28-02-2015,spread cheese
20033,1398,15-04-2015,whole milk
20034,1779,28-10-2015,rolls/buns
20035,1823,27-11-2015,bottled water
20036,3360,14-11-2015,whipped/sour cream
20037,1565,15-10-2015,other vegetables
20038,4321,08-05-2015,white bread
20039,1293,05-03-2015,pip fruit
20040,3331,25-07-2015,shopping bags
20041,2408,19-05-2015,white bread
20042,2742,10-10-2015,spread cheese
20043,3934,01-05-2015,cling film/bags
20044,4742,22-06-2015,hard cheese
20045,4405,22-07-2015,chocolate
20046,3229,25-03-2015,whipped/sour cream
20047,2817,22-12-2015,pastry
20048,2741,17-02-2015,frozen dessert
20049,3562,30-12-2015,ice cream
20050,4442,10-06-2015,fruit/vegetable juice
20051,2022,05-02-2015,hard cheese
20052,4380,03-11-2015,coffee
20053,3687,22-12-2015,misc. beverages
20054,2077,07-05-2015,butter
20055,3273,15-03-2015,snack products
20056,3736,27-11-2015,other vegetables
20057,3190,28-03-2015,beverages
20058,3295,28-07-2015,hamburger meat
20059,3276,30-06-2015,frozen vegetables
20060,4405,06-01-2015,whole milk
20061,4266,31-07-2015,butter
20062,1372,25-06-2015,tropical fruit
20063,1242,13-12-2015,sugar
20064,4820,01-05-2015,rolls/buns
20065,4702,08-11-2015,brown bread
20066,3687,16-07-2015,chocolate marshmallow
20067,4115,20-03-2015,pastry
20068,2236,03-02-2015,whole milk
20069,1026,15-03-2015,candy
20070,2678,20-03-2015,whole milk
20071,1934,04-08-2015,rolls/buns
20072,3525,14-02-2015,chicken
20073,1354,29-11-2015,newspapers
20074,2782,09-04-2015,bottled water
20075,4456,16-05-2015,onions
20076,4869,03-04-2015,pastry
20077,2454,26-08-2015,UHT-milk
20078,4222,20-08-2015,beef
20079,1358,11-09-2015,whole milk
20080,3393,15-02-2015,pip fruit
20081,1615,03-12-2015,pastry
20082,4734,12-07-2015,tropical fruit
20083,4946,04-11-2015,hard cheese
20084,2419,22-08-2015,whole milk
20085,4989,03-06-2015,root vegetables
20086,2961,27-05-2015,newspapers
20087,2707,07-03-2015,brown bread
20088,2010,06-11-2015,soda
20089,1502,16-04-2015,UHT-milk
20090,2600,29-04-2015,whole milk
20091,3603,30-01-2015,tropical fruit
20092,4352,14-04-2015,yogurt
20093,1477,16-05-2015,root vegetables
20094,4938,24-11-2015,frozen vegetables
20095,2745,27-01-2015,root vegetables
20096,2738,09-11-2015,red/blush wine
20097,4170,19-01-2015,domestic eggs
20098,3776,17-05-2015,citrus fruit
20099,1062,18-09-2015,whole milk
20100,1546,03-01-2015,bottled water
20101,2020,19-11-2015,yogurt
20102,2366,18-01-2015,pip fruit
20103,1107,03-01-2015,rolls/buns
20104,1407,29-07-2015,whole milk
20105,3718,26-02-2015,brown bread
20106,4808,26-07-2015,meat spreads
20107,2940,21-05-2015,root vegetables
20108,3048,10-12-2015,liquor (appetizer)
20109,3165,15-06-2015,whole milk
20110,4306,28-12-2015,whole milk
20111,4302,05-11-2015,rolls/buns
20112,4516,29-03-2015,yogurt
20113,3582,31-03-2015,whole milk
20114,1534,10-07-2015,other vegetables
20115,1844,24-07-2015,specialty chocolate
20116,1218,05-07-2015,yogurt
20117,4482,30-11-2015,rolls/buns
20118,2574,11-12-2015,other vegetables
20119,2767,27-01-2015,root vegetables
20120,2794,29-09-2015,photo/film
20121,4228,26-03-2015,pip fruit
20122,3062,08-06-2015,bottled water
20123,2365,21-06-2015,pip fruit
20124,3775,07-07-2015,brown bread
20125,2232,06-05-2015,citrus fruit
20126,4156,03-08-2015,bottled beer
20127,3643,20-09-2015,pastry
20128,3470,04-10-2015,bottled beer
20129,2602,11-12-2015,newspapers
20130,4796,10-06-2015,whole milk
20131,3289,09-08-2015,candy
20132,4470,31-03-2015,frozen vegetables
20133,2502,07-02-2015,whole milk
20134,2205,07-03-2015,rolls/buns
20135,3201,21-01-2015,sugar
20136,2882,25-06-2015,domestic eggs
20137,2757,16-12-2015,onions
20138,3679,30-08-2015,rolls/buns
20139,2380,12-02-2015,pastry
20140,1825,06-10-2015,soda
20141,2868,18-07-2015,whole milk
20142,2709,20-08-2015,rolls/buns
20143,4585,16-07-2015,specialty cheese
20144,2634,22-04-2015,other vegetables
20145,4832,03-12-2015,whole milk
20146,2032,28-07-2015,dessert
20147,2061,27-12-2015,tropical fruit
20148,2210,13-01-2015,whole milk
20149,2346,05-08-2015,cat food
20150,4315,26-04-2015,butter
20151,4166,26-07-2015,pastry
20152,3907,25-10-2015,other vegetables
20153,2706,22-03-2015,white wine
20154,2855,05-08-2015,whole milk
20155,2074,10-04-2015,waffles
20156,2840,27-05-2015,rolls/buns
20157,2247,31-05-2015,fruit/vegetable juice
20158,4063,14-07-2015,pastry
20159,4780,03-07-2015,whole milk
20160,1081,06-03-2015,newspapers
20161,4843,02-03-2015,dishes
20162,3246,27-08-2015,beef
20163,4009,14-07-2015,dish cleaner
20164,3697,03-10-2015,UHT-milk
20165,4579,29-10-2015,root vegetables
20166,3803,06-10-2015,berries
20167,4108,21-07-2015,rolls/buns
20168,1664,01-04-2015,whole milk
20169,4179,06-03-2015,brandy
20170,4172,18-02-2015,whole milk
20171,2851,17-02-2015,canned beer
20172,3385,22-06-2015,yogurt
20173,1303,08-09-2015,margarine
20174,4487,22-01-2015,tropical fruit
20175,2392,23-03-2015,onions
20176,4218,03-10-2015,root vegetables
20177,2891,02-07-2015,white bread
20178,4474,10-12-2015,specialty bar
20179,4437,28-07-2015,rolls/buns
20180,2648,08-11-2015,margarine
20181,1081,03-05-2015,yogurt
20182,3071,21-01-2015,photo/film
20183,3409,20-05-2015,red/blush wine
20184,2768,01-01-2015,pip fruit
20185,3424,16-08-2015,rolls/buns
20186,4610,19-04-2015,brown bread
20187,3090,04-11-2015,other vegetables
20188,4585,01-05-2015,tropical fruit
20189,4388,20-03-2015,newspapers
20190,3751,01-01-2015,citrus fruit
20191,2650,11-05-2015,soda
20192,4282,23-06-2015,other vegetables
20193,3273,26-09-2015,beef
20194,2983,11-09-2015,soda
20195,2075,20-01-2015,root vegetables
20196,2841,20-12-2015,domestic eggs
20197,1562,11-05-2015,pork
20198,4619,16-06-2015,ice cream
20199,3122,31-10-2015,bottled beer
20200,1790,29-03-2015,misc. beverages
20201,4395,08-06-2015,misc. beverages
20202,3074,13-04-2015,margarine
20203,3797,20-01-2015,cream
20204,4958,11-07-2015,oil
20205,3752,08-02-2015,other vegetables
20206,1277,01-12-2015,rolls/buns
20207,4403,20-09-2015,other vegetables
20208,2272,05-09-2015,frozen vegetables
20209,3443,18-04-2015,pip fruit
20210,4667,19-07-2015,condensed milk
20211,2902,06-06-2015,pastry
20212,1494,25-06-2015,whole milk
20213,2231,08-05-2015,margarine
20214,1917,29-07-2015,herbs
20215,2144,05-01-2015,other vegetables
20216,2656,16-12-2015,bottled beer
20217,1881,05-06-2015,domestic eggs
20218,4764,27-09-2015,pip fruit
20219,2755,17-05-2015,whole milk
20220,2361,27-02-2015,frozen vegetables
20221,2311,01-11-2015,other vegetables
20222,3937,04-05-2015,butter
20223,4932,17-07-2015,beverages
20224,3304,28-03-2015,soda
20225,1133,03-08-2015,domestic eggs
20226,2843,14-12-2015,pasta
20227,2719,30-05-2015,whole milk
20228,2678,04-04-2015,whipped/sour cream
20229,2211,29-11-2015,newspapers
20230,4682,19-03-2015,root vegetables
20231,1696,04-10-2015,mustard
20232,2061,12-02-2015,flower (seeds)
20233,1385,21-06-2015,curd
20234,4302,08-03-2015,cream cheese 
20235,4113,27-04-2015,margarine
20236,1122,25-06-2015,frozen vegetables
20237,4508,07-10-2015,root vegetables
20238,4688,03-08-2015,other vegetables
20239,3906,16-06-2015,pasta
20240,2847,18-05-2015,chicken
20241,3402,29-03-2015,pasta
20242,2039,22-09-2015,sparkling wine
20243,4228,04-04-2015,shopping bags
20244,3622,29-08-2015,spread cheese
20245,2643,08-11-2015,dessert
20246,3406,13-09-2015,pork
20247,4537,22-01-2015,rolls/buns
20248,1326,07-02-2015,frozen vegetables
20249,3490,09-07-2015,beverages
20250,1277,02-03-2015,shopping bags
20251,1599,13-10-2015,soda
20252,2013,07-02-2015,other vegetables
20253,2613,24-05-2015,rolls/buns
20254,1705,12-10-2015,soda
20255,4571,03-03-2015,newspapers
20256,3432,25-02-2015,beverages
20257,3641,27-12-2015,frozen meals
20258,4232,14-11-2015,liquor
20259,3614,28-04-2015,pastry
20260,1120,14-07-2015,brown bread
20261,4345,28-01-2015,pip fruit
20262,3663,04-01-2015,bottled beer
20263,2147,12-11-2015,waffles
20264,4718,04-09-2015,salty snack
20265,2825,14-08-2015,whole milk
20266,3195,14-06-2015,rolls/buns
20267,1910,30-10-2015,salt
20268,4170,08-01-2015,rolls/buns
20269,4576,17-09-2015,newspapers
20270,1959,09-07-2015,root vegetables
20271,2729,06-01-2015,red/blush wine
20272,1811,18-03-2015,white wine
20273,4548,30-07-2015,specialty bar
20274,4463,15-08-2015,root vegetables
